name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"chicago, illinois",2020-07-11,84.1,71.1,78.2,85,71.1,78.6,63,60.5,0.01,100,4.17,rain,0,0,26.6,15.3,277.8,1010.8,33.5,9.9,261.1,22.6,8,,2020-07-11T05:25:57,2020-07-11T20:25:59,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-12,78.2,69.8,73.8,78.2,69.8,73.8,63.1,70,0.01,100,4.17,rain,0,0,26.4,19.3,113.7,1010.5,45.6,9.9,275.1,23.7,9,,2020-07-12T05:26:43,2020-07-12T20:25:27,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-13,81,64.3,73.5,81.6,64.3,73.6,59.6,63.2,0,0,0,,0,0,,11.4,183.4,1014.9,27.1,9.9,319.5,27.7,9,,2020-07-13T05:27:30,2020-07-13T20:24:53,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-14,84.8,67.8,77.2,84.3,67.8,77.2,59.5,55.8,0,0,0,,0,0,27.7,14.5,178.2,1015.6,38.2,9.9,285.9,24.8,9,,2020-07-14T05:28:18,2020-07-14T20:24:17,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-15,86.3,68.3,77.7,88.3,68.3,78.3,65.9,68.5,0.6,100,29.17,rain,0,0,20.8,15.4,151.3,1014.1,65.1,9,155.7,13.4,7,,2020-07-15T05:29:06,2020-07-15T20:23:39,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,AP878,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-16,81.7,67.9,74.4,83.5,67.9,74.7,65.3,74.5,0.05,100,8.33,rain,0,0,26.4,15.7,182.3,1015.1,71.2,9.1,282.6,24.3,9,,2020-07-16T05:29:56,2020-07-16T20:22:59,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,AP878,KORD,KMDW,72530094846,KPWK,74466504838,D6362"
"chicago, illinois",2020-07-17,88.6,67.8,78.8,89.4,67.8,79.9,65.6,66,0,0,0,,0,0,20.8,13.6,211.2,1018.5,31.7,9.9,302.4,26.3,9,,2020-07-17T05:30:47,2020-07-17T20:22:18,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-18,90,76.5,83.5,100.9,76.5,89.7,73.6,72.8,0,0,0,,0,0,28.6,16.6,199.4,1013.2,51.3,9.9,190,16.5,8,,2020-07-18T05:31:38,2020-07-18T20:21:34,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-19,83.7,72.1,78.9,91,72.1,80.9,69.7,74.7,0.48,100,33.33,rain,0,0,40.7,16.7,238,1009.7,54.5,9.6,98.1,8.3,5,,2020-07-19T05:32:31,2020-07-19T20:20:48,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-20,84.8,67.3,76.8,84.6,67.3,76.8,61.2,60.2,0,0,0,,0,0,20.8,10.5,220.9,1014.8,60.4,9.9,235.6,20.3,9,,2020-07-20T05:33:24,2020-07-20T20:20:01,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-21,80.8,73,75.8,82.6,73,75.9,65,69.9,0.05,100,12.5,rain,0,0,21.9,9.6,118.5,1015,68.8,9.8,167.2,14.4,7,,2020-07-21T05:34:18,2020-07-21T20:19:11,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-22,85.7,72.4,78.2,88.9,72.4,79,67.5,72,0,0,0,,0,0,20.8,13,255.1,1013.1,63.3,9.8,216.4,18.7,8,,2020-07-22T05:35:13,2020-07-22T20:18:20,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-23,80,65.7,73.5,81,65.7,73.5,60.6,64.8,0,0,0,,0,0,18.3,12.8,199.2,1017.9,37.9,9.9,306.4,26.4,10,,2020-07-23T05:36:08,2020-07-23T20:17:27,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-24,83.7,66.4,75.7,86,66.4,76.4,65.2,71.2,0,0,0,,0,0,17.2,9.7,195.3,1019.9,36.8,9.9,315,27.1,10,,2020-07-24T05:37:04,2020-07-24T20:16:32,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-25,89.8,70.1,80.8,91.9,70.1,82,65.9,63,0,0,0,,0,0,20.6,10,179.1,1018.2,40,9.6,299.9,26,9,,2020-07-25T05:38:01,2020-07-25T20:15:35,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-26,94.5,75.8,85,102.5,75.8,89.2,71,64.8,0.04,100,4.17,rain,0,0,43.6,17.9,226,1014.6,47.7,9.9,278.2,24.2,9,,2020-07-26T05:38:58,2020-07-26T20:14:37,0.19,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-27,85.1,74.9,78.8,88.2,74.9,79.6,68.2,72.9,0.13,100,16.67,rain,0,0,23.4,15.1,274.9,1012.1,53.4,9.9,164.4,14.2,7,,2020-07-27T05:39:55,2020-07-27T20:13:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-28,87.9,69,79,87.8,69,78.9,60.1,54,0,0,0,,0,0,24.3,15.2,257.8,1013,30.9,9.9,211.4,18.2,7,,2020-07-28T05:40:54,2020-07-28T20:12:35,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-29,88.6,72.9,79.6,91.3,72.9,80.5,65.2,62.2,0.12,100,16.67,rain,0,0,21,13,195.4,1011.9,66.1,9.8,165.1,14.3,8,,2020-07-29T05:41:52,2020-07-29T20:11:32,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-30,82.5,71.4,77.1,81.9,71.4,77.2,62.2,60.8,0.02,100,8.33,rain,0,0,29.5,17.9,56.6,1011.9,67.4,9.9,203.7,17.5,7,,2020-07-30T05:42:51,2020-07-30T20:10:27,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-07-31,79.7,68.8,74.4,79.7,68.8,74.4,60.2,62.8,0,0,0,,0,0,20.8,14,108,1013.3,53,9.9,260.5,22.7,9,,2020-07-31T05:43:51,2020-07-31T20:09:20,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-01,79.2,70,74.1,79.2,70,74.1,62.6,68,0.05,100,12.5,rain,0,0,,10.6,44.4,1011.2,65.2,9.8,151.3,13.1,8,,2020-08-01T05:44:50,2020-08-01T20:08:12,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-02,83.7,66.2,72.3,84.1,66.2,72.4,63.6,76.4,0.14,100,25,rain,0,0,25.1,15.2,206.5,1010.4,59.1,9.5,176.8,15.2,9,,2020-08-02T05:45:50,2020-08-02T20:07:03,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-03,70.7,64.6,67.3,70.7,64.6,67.3,60.2,78.4,0,0,0,,0,0,24.2,16.7,243.4,1015.7,79.6,9.9,132,11.4,6,,2020-08-03T05:46:51,2020-08-03T20:05:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-04,73.5,59.1,66.7,73.5,59.1,66.7,48.9,54.6,0,0,0,,0,0,29.8,15.6,152.5,1017.4,35.7,9.9,271.1,23.4,9,,2020-08-04T05:47:51,2020-08-04T20:04:39,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-05,75.8,56.5,68.1,75.8,56.5,68.1,50.8,55.6,0,0,0,,0,0,19.7,9.8,246,1018.9,51.1,9.9,170.7,14.8,8,,2020-08-05T05:48:52,2020-08-05T20:03:25,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-06,79,65.1,72.6,79,65.1,72.6,54.3,53.9,0,0,0,,0,0,,9,171,1019.1,51.2,9.9,300.7,25.8,9,,2020-08-06T05:49:53,2020-08-06T20:02:10,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-07,83.3,62.6,74.3,82.5,62.6,74.2,56.8,56.4,0,0,0,,0,0,18.3,11.1,108.7,1020,31.2,9.9,298.7,25.7,9,,2020-08-07T05:50:55,2020-08-07T20:00:53,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-08,87.8,68,78,91,68,79.2,61.6,57.5,0,0,0,,0,0,26.7,13.9,193.5,1018.8,39.7,9.9,240.8,20.7,8,,2020-08-08T05:51:56,2020-08-08T19:59:35,0.61,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-09,90,72.7,81.2,93.8,72.7,83.1,68.5,67,0.04,100,4.17,rain,0,0,34.4,16,200.2,1015.9,42.3,9.9,252.1,21.8,8,,2020-08-09T05:52:58,2020-08-09T19:58:16,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-10,89.4,70.4,77.7,99.1,70.4,79.7,70.7,79.7,0.36,100,16.67,rain,0,0,63.8,30.7,193,1012.1,60.2,9.5,151.8,13.1,5,,2020-08-10T05:53:59,2020-08-10T19:56:55,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-11,81.8,66.8,74.4,80.8,66.8,74.2,57.8,60.6,0,0,0,,0,0,18.3,10.3,148.6,1014.4,47.2,9.9,299.1,25.9,9,,2020-08-11T05:55:01,2020-08-11T19:55:33,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-12,83.7,63,75,83.2,63,74.9,58.1,58.2,0,0,0,,0,0,20.8,11.1,98.8,1018.1,37.4,9.9,302.5,26,9,,2020-08-12T05:56:03,2020-08-12T19:54:10,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-13,83.7,70.6,77.4,82.9,70.6,77.1,61,60.6,0,0,0,,0,0,16.8,10.2,63.8,1018,37.3,9.9,269.4,23.3,9,,2020-08-13T05:57:05,2020-08-13T19:52:46,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-14,88.1,70.7,79.2,86.4,70.7,78.8,60.9,57,0,0,0,,0,0,18.3,12.3,50,1015.2,15.1,9.9,291.9,25.2,9,,2020-08-14T05:58:07,2020-08-14T19:51:21,0.89,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-15,88.4,71.1,78.2,89.8,71.1,78.5,65.1,66.2,0.07,100,8.33,rain,0,0,24.2,12.2,235.8,1012.9,48.6,9.8,222.2,19.3,8,,2020-08-15T05:59:09,2020-08-15T19:49:54,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-16,83.5,64.9,74.7,82.8,64.9,74.5,55.4,53.4,0,0,0,,0,0,,13,179.6,1015.1,32.6,9.9,286.2,24.7,8,,2020-08-16T06:00:12,2020-08-16T19:48:27,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-17,83.3,69.5,76.5,82.1,69.5,76.2,54.8,48.7,0,0,0,,0,0,,8.7,177.8,1015,51.1,9.9,167,14.4,5,,2020-08-17T06:01:14,2020-08-17T19:46:58,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-18,77.1,68.9,73,77.1,68.9,73,53.6,51.5,0,0,0,,0,0,23.9,17.2,63.3,1016.4,43.3,9.9,275,23.9,9,,2020-08-18T06:02:16,2020-08-18T19:45:29,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-19,79.6,62.5,71.8,79.6,62.5,71.8,53.3,54,0,0,0,,0,0,17.2,9.9,152.2,1018,18.9,9.9,288.6,24.8,9,,2020-08-19T06:03:18,2020-08-19T19:43:59,0,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-20,84.5,63.1,74.8,82.8,63.1,74.4,53.2,48.5,0,0,0,,0,0,18.3,10.2,215.8,1015.3,17.4,9.9,280.2,24.1,9,,2020-08-20T06:04:20,2020-08-20T19:42:27,0.01,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-21,86.4,65.9,76.9,85.1,65.9,76.5,57.3,52.8,0,0,0,,0,0,,8.8,233.2,1013.3,21.6,9.9,274.2,23.7,9,,2020-08-21T06:05:23,2020-08-21T19:40:55,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-22,87.7,68.3,78.2,86.9,68.3,78,59.3,54.2,0,0,0,,0,0,20.8,14.6,228.5,1012.9,32.7,9.9,270.8,23.4,9,,2020-08-22T06:06:25,2020-08-22T19:39:22,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-23,89.5,70.2,79.1,91.2,70.2,79.9,63.1,59,0.09,100,8.33,rain,0,0,35.6,15,201.9,1013.7,58.1,9.9,228.9,19.9,9,,2020-08-23T06:07:27,2020-08-23T19:37:48,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-24,95.5,72,84,97.7,72,85.8,67.1,60.4,0,0,0,,0,0,23,12.4,251,1014.2,24.9,9.7,243.3,20.8,8,,2020-08-24T06:08:29,2020-08-24T19:36:13,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-25,88.2,76.2,81.9,89.8,76.2,83.3,65.7,59.3,0.03,100,4.17,rain,0,0,36.6,17.8,160.2,1015.8,43.1,9.9,195.5,16.9,7,,2020-08-25T06:09:31,2020-08-25T19:34:38,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-26,92.3,75.1,83.6,94.8,75.1,85.2,67.5,60.8,0,0,0,,0,0,27.2,17,217.5,1013.4,18,9.9,241.1,21,8,,2020-08-26T06:10:33,2020-08-26T19:33:02,0.29,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-27,93.8,77.4,85,99.3,77.4,88.2,70.3,63.4,0,0,0,,0,0,27.7,15.7,233.3,1010.2,32.2,9.9,208.5,17.9,8,,2020-08-27T06:11:35,2020-08-27T19:31:25,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-28,93.7,76.2,84.9,96.5,76.2,87.8,70.3,64.4,0.04,100,8.33,rain,0,0,27.4,15.8,236.3,1006.3,37.2,9.9,215.8,18.5,8,,2020-08-28T06:12:37,2020-08-28T19:29:47,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-29,82.6,70.5,77.1,85,70.5,76.9,55.5,50.1,0,0,0,,0,0,23,18.8,326.8,1007.4,43.7,9.9,251.7,21.8,8,,2020-08-29T06:13:39,2020-08-29T19:28:09,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-30,77.3,63.9,71.3,77.3,63.9,71.3,55.1,57.3,0,0,0,,0,0,19.7,12.5,139,1011.8,56.4,9.9,265.6,22.8,9,,2020-08-30T06:14:41,2020-08-30T19:26:30,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK,D6362"
"chicago, illinois",2020-08-31,84.4,65.6,75.2,83.4,65.6,75.2,57.8,56.2,0,0,0,,0,0,25.3,14.6,182.8,1009.1,55.3,9.9,228.3,19.8,8,,2020-08-31T06:15:43,2020-08-31T19:24:50,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-01,75.4,69.4,71.5,75.4,69.4,71.5,64.9,80.1,0.31,100,29.17,rain,0,0,,12.2,136,1010.8,83,9.1,47.5,4.2,2,,2020-09-01T06:16:45,2020-09-01T19:23:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-02,86.9,70.3,76.5,84.1,70.3,75.9,59.7,62.1,0.02,100,4.17,rain,0,0,28.3,17,256.1,1008.3,60.2,9.2,241.5,20.8,8,,2020-09-02T06:17:47,2020-09-02T19:21:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-03,87.4,66.8,75.5,85.1,66.8,75,53.8,51.7,0,0,0,,0,0,39.1,23.8,259.8,1008.1,30.8,9.9,184.1,16,8,,2020-09-03T06:18:49,2020-09-03T19:19:49,0.51,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-04,79.1,56.7,68.9,79.1,56.7,68.9,43.9,43,0,0,0,,0,0,30.6,16.4,280.1,1018.5,17.8,9.9,197.4,17.2,8,,2020-09-04T06:19:50,2020-09-04T19:18:07,0.53,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-05,82.2,64.5,72.5,80.6,64.5,72.3,50.8,47.8,0,0,0,,0,0,31.2,18.6,207.9,1021.2,29.4,9.9,195.9,17,8,,2020-09-05T06:20:52,2020-09-05T19:16:25,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-06,82.2,59.9,70.6,84,59.9,70.8,59.8,69.6,0.49,100,20.83,rain,0,0,34.9,20.6,190.5,1015.1,67.3,9.3,66,5.7,3,,2020-09-06T06:21:54,2020-09-06T19:14:43,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-07,78.7,65.8,72.6,78.7,65.8,72.6,57.4,59.9,0,0,0,,0,0,31,18.9,168.8,1009.9,63,9.9,179.3,15.5,7,,2020-09-07T06:22:56,2020-09-07T19:13:00,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-08,67.5,61,63,67.5,61,63,59.2,87.5,0.83,100,54.17,rain,0,0,29.5,19.6,78.6,1016.6,91.3,7.5,32.8,2.9,1,,2020-09-08T06:23:58,2020-09-08T19:11:17,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-09,65.2,60.6,62.6,65.2,60.6,62.6,58.2,85.6,0.4,100,20.83,rain,0,0,24.2,14.2,27.5,1022.9,98.6,8.7,47.5,4,2,,2020-09-09T06:24:59,2020-09-09T19:09:34,0.71,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,AP878,KORD,KMDW,72530094846,KPWK,74466504838,D6362"
"chicago, illinois",2020-09-10,66.1,57.1,61.7,66.1,57.1,61.7,54.9,78.9,0.14,100,20.83,rain,0,0,26.4,15.8,71.8,1026.6,91.6,9.1,117.6,10.3,6,,2020-09-10T06:26:01,2020-09-10T19:07:50,0.76,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-11,68.6,61.8,64.6,68.6,61.8,64.6,57.9,79,0.03,100,12.5,rain,0,0,,11.9,77,1024,85.4,9.2,45.4,3.7,2,,2020-09-11T06:27:03,2020-09-11T19:06:06,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-12,72.9,64.4,67.8,72.9,64.4,67.8,63,84.8,0.28,100,20.83,rain,0,0,20.8,11.9,184.2,1014.4,86,7.6,40,3.4,2,,2020-09-12T06:28:05,2020-09-12T19:04:22,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-13,75.6,61,67,75.6,61,67,57.3,72.5,0.02,100,8.33,rain,0,0,19.7,10.8,217,1017.5,36.3,9.9,140.7,12.2,8,,2020-09-13T06:29:07,2020-09-13T19:02:38,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-14,74.5,57.6,65.6,74.5,57.6,65.6,56.4,73.6,0,0,0,,0,0,,8.3,88.6,1026.4,51.6,9.9,176.7,15.2,7,,2020-09-14T06:30:09,2020-09-14T19:00:53,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-15,78.3,59,68.5,78.3,59,68.5,55.4,65.1,0,0,0,,0,0,21.9,13.7,183.1,1022.9,74.1,9.9,207.3,17.9,7,,2020-09-15T06:31:11,2020-09-15T18:59:09,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-16,83.1,61.4,71.3,83.4,61.4,71.4,57,61.5,0,0,0,,0,0,21.9,14.2,207,1016.2,70.5,9.9,197.3,17.2,7,,2020-09-16T06:32:13,2020-09-16T18:57:24,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-17,70.5,60.4,65.5,70.5,60.4,65.5,51.1,60.8,0,0,0,,0,0,28.9,18,37.5,1019.6,51.4,9.7,191,16.5,8,,2020-09-17T06:33:15,2020-09-17T18:55:39,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-18,60.6,49.9,57.7,60.6,48.9,57.7,39.8,51.7,0,0,0,,0,0,26.3,18.6,64.9,1026.6,41.5,9.9,222.4,19.3,8,,2020-09-18T06:34:17,2020-09-18T18:53:54,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-19,64.4,47.3,55.5,64.4,44.4,55,38.2,53.6,0,0,0,,0,0,17.2,10.2,153.5,1028,23.9,9.9,228,19.9,8,,2020-09-19T06:35:19,2020-09-19T18:52:09,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-20,72,49.3,60.8,72,49.3,60.8,40.1,49.5,0,0,0,,0,0,20.8,12.5,95.8,1028.8,19.8,9.9,219.8,19.1,8,,2020-09-20T06:36:22,2020-09-20T18:50:24,0.07,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
